ID_alt	themeLabel_alt	themeLabel_neu	ID_neu
http://zora.uni-trier.de:11000/entity/Q2889	féminisme	féminisme	http://data.mimotext.uni-trier.de/entity/Q2909
http://zora.uni-trier.de:11000/entity/Q2890	femme de lettres	femme de lettres	http://data.mimotext.uni-trier.de/entity/Q2910
http://zora.uni-trier.de:11000/entity/Q2891	femme fatale	femme fatale	http://data.mimotext.uni-trier.de/entity/Q2911
http://zora.uni-trier.de:11000/entity/Q2892	féodalité	féodalité	http://data.mimotext.uni-trier.de/entity/Q2912
http://zora.uni-trier.de:11000/entity/Q2893	fête	fête	http://data.mimotext.uni-trier.de/entity/Q2913
http://zora.uni-trier.de:11000/entity/Q2894	finance	finance	http://data.mimotext.uni-trier.de/entity/Q2914
http://zora.uni-trier.de:11000/entity/Q2895	folie	folie	http://data.mimotext.uni-trier.de/entity/Q2915
http://zora.uni-trier.de:11000/entity/Q2896	franc-maçonnerie	franc-maçonnerie	http://data.mimotext.uni-trier.de/entity/Q2916
http://zora.uni-trier.de:11000/entity/Q2897	fuite	fuite	http://data.mimotext.uni-trier.de/entity/Q2917
http://zora.uni-trier.de:11000/entity/Q2898	futur	futur	http://data.mimotext.uni-trier.de/entity/Q2918
http://zora.uni-trier.de:11000/entity/Q2899	galanterie	galanterie	http://data.mimotext.uni-trier.de/entity/Q2919
http://zora.uni-trier.de:11000/entity/Q2900	génération	génération	http://data.mimotext.uni-trier.de/entity/Q2920
http://zora.uni-trier.de:11000/entity/Q2901	génie	génie	http://data.mimotext.uni-trier.de/entity/Q2921
http://zora.uni-trier.de:11000/entity/Q2902	géographie	géographie	http://data.mimotext.uni-trier.de/entity/Q2922
http://zora.uni-trier.de:11000/entity/Q2903	géologie	géologie	http://data.mimotext.uni-trier.de/entity/Q2923
http://zora.uni-trier.de:11000/entity/Q2904	géométrie	géométrie	http://data.mimotext.uni-trier.de/entity/Q2924
http://zora.uni-trier.de:11000/entity/Q2905	goût	goût	http://data.mimotext.uni-trier.de/entity/Q2925
http://zora.uni-trier.de:11000/entity/Q2906	gouvernement	gouvernement	http://data.mimotext.uni-trier.de/entity/Q2926
http://zora.uni-trier.de:11000/entity/Q2907	grammaire	grammaire	http://data.mimotext.uni-trier.de/entity/Q2927
http://zora.uni-trier.de:11000/entity/Q2908	Grand Tour	Grand Tour	http://data.mimotext.uni-trier.de/entity/Q2928
http://zora.uni-trier.de:11000/entity/Q2909	grotesque	grotesque	http://data.mimotext.uni-trier.de/entity/Q2929
http://zora.uni-trier.de:11000/entity/Q2910	guerre	guerre	http://data.mimotext.uni-trier.de/entity/Q2930
http://zora.uni-trier.de:11000/entity/Q2911	haine	haine	http://data.mimotext.uni-trier.de/entity/Q2931
http://zora.uni-trier.de:11000/entity/Q2912	héros	héros	http://data.mimotext.uni-trier.de/entity/Q2932
http://zora.uni-trier.de:11000/entity/Q2913	histoire	histoire	http://data.mimotext.uni-trier.de/entity/Q2933
